,COLLATERALIZED,DEAL_REF_NEW,COLL_REF,COL_LGD,FAC_EAD,PD_NEW,K_MATURITY,FAC_LGD,COL_HC,FAC_HC,MIN_LGD,ORIG_RW,MIN_RW,ADJUSTED_RW,FAC_TRANCHE_EAD_PRE_HC,COL_TRANCHE_EAD_PRE_HC,COL_TRANCHE_EAD_POST_HC,FAC_TRANCHE_EAD_POST_HC,UNTRANCHE_EAD_POST_HC,RWA_FINAL,RWA_FINAL_1,Method
0,True,CBIO_110_470480688,HCOL_110_520130,0.0,5217388.13,0.0834,1.0,0.45,0.0,0,0.0,1.726039923,0.0,0.0,5160000.0,5160000.0,5160000.0,5160000.0,0.0,0.0,0.0,CvxOpt
1,True,IXIO_110_025060429936X25001,HCOL_110_550022,0.0,216609.16,0.0834,0.139726027,0.45,0.0,0,0.0,1.6194230859999998,0.0,0.0,180000.0,180000.0,180000.0,180000.0,0.0,0.0,0.0,CvxOpt
