,ADJUSTED_RW,COLLATERALIZED,COLL_REF,COL_HC,COL_LGD,COL_TRANCHE_EAD_POST_HC,COL_TRANCHE_EAD_PRE_HC,DEAL_REF_NEW,FAC_EAD,FAC_HC,FAC_LGD,FAC_TRANCHE_EAD_POST_HC,FAC_TRANCHE_EAD_PRE_HC,K_MATURITY,MIN_LGD,MIN_RW,Method,ORIG_RW,PD_NEW,RWA_FINAL,RWA_FINAL_1,UNTRANCHE_EAD_POST_HC
0,0.0,True,HCOL_110_520130,0.0,0.0,5100000.0,5100000.0,CBIO_110_470480688,5217388.13,0,0.45,5100000.0,5100000.0,1,0.0,0.0,CvxOpt,1.726039923,0.0834,0.0,0.0,0.0
